District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Create Date/Time,Latitude,Longitude
LUCKNOW,P12042105708,C2,PS3,PHONE,Unclaimed Information,Unclaimed Women,12/04/2021 13:27:00,26.894,81.077
LUCKNOW,P12042105852,C2,PS3,PHONE,Dispute,Other Dispute,12/04/2021 13:39:00,26.883,81.045
LUCKNOW,P12042106487,C2,PS3,PHONE,Dispute,Other Dispute,12/04/2021 14:38:00,26.887,81.059
LUCKNOW,P12042108209,C2,PS3,PHONE,Dispute,Dispute In Hospital,12/04/2021 17:08:00,26.859,81.022
LUCKNOW,P12042108914,C2,PS3,PHONE,Dispute,Other Dispute,12/04/2021 18:13:00,26.874,81.025
LUCKNOW,P12042109511,C2,PS3,PHONE,Dispute,Money Transactions Dispute,12/04/2021 19:06:00,26.883,81.037
LUCKNOW,P12042109754,C2,PS3,PHONE,Corona,Suspect Found Infected,12/04/2021 19:28:00,26.912,81.029
LUCKNOW,P12042110145,C2,PS3,PHONE,Property Disputes,Boundary Dispute,12/04/2021 20:01:00,26.926,81.059
LUCKNOW,P12042110421,C2,PS3,PHONE,Dispute,Other Dispute,12/04/2021 20:20:00,26.890,81.013
LUCKNOW,P12042110669,C2,PS3,PHONE,Dispute,Money Transactions Dispute,12/04/2021 20:37:00,26.846,81.067
LUCKNOW,P12042111995,C2,PS3,PHONE,Unclaimed Information,Unclaimed Vehicle,12/04/2021 21:50:00,26.881,81.012
LUCKNOW,P12042112750,C2,PS3,PHONE,Robbery,On Road,12/04/2021 22:26:00,26.892,81.055
LUCKNOW,P13042100230,C2,PS3,TWITTER,Corona,No Proper Medical Support From Hospital Doctor,13/04/2021 00:26:00,26.851,81.023
LUCKNOW,P13042100257,C2,PS3,PHONE,Missing,Women,13/04/2021 00:29:00,26.887,81.034
LUCKNOW,P13042100264,C2,PS3,PHONE,Dispute,Money Transactions Dispute,13/04/2021 00:30:00,26.888,81.031
LUCKNOW,P13042100281,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By ,13/04/2021 00:32:00,26.887,81.034
LUCKNOW,P13042100546,C2,PS3,TWITTER,Corona,No Proper Medical Support From Hospital Doctor,13/04/2021 01:06:00,26.880,81.039
LUCKNOW,P13042100688,C2,PS3,PHONE,Theft,Other Location,13/04/2021 01:36:00,26.892,81.072
LUCKNOW,P13042100745,C2,PS3,PHONE,Corona,Quarantine Violation,13/04/2021 01:49:00,26.874,81.026
LUCKNOW,P13042100803,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,13/04/2021 02:03:00,26.892,81.072
LUCKNOW,P13042100837,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,13/04/2021 02:17:00,26.893,81.074
LUCKNOW,P13042100882,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,13/04/2021 02:39:00,26.883,81.079
LUCKNOW,P13042101041,C2,PS3,PHONE,Dispute,Money Transactions Dispute,13/04/2021 04:01:00,26.883,81.009
LUCKNOW,P13042101095,C2,PS3,PHONE,Corona,Help For Other,13/04/2021 04:45:00,26.883,81.009
LUCKNOW,P13042101217,C2,PS3,PHONE,Unknown,Unknown,13/04/2021 05:58:00,26.873,81.038
LUCKNOW,P13042101273,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,13/04/2021 06:14:00,26.892,81.011
LUCKNOW,P13042101368,C2,PS3,PHONE,Unknown,Unknown,13/04/2021 06:35:00,26.890,81.055
LUCKNOW,P13042101657,C2,PS3,PHONE,Unknown,Unknown,13/04/2021 07:21:00,26.893,81.073
LUCKNOW,P13042101693,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By ,13/04/2021 07:24:00,26.876,81.055
LUCKNOW,P13042102018,C2,PS3,PHONE,Dispute,Other Dispute,13/04/2021 08:08:00,26.892,81.082
LUCKNOW,P13042102054,C2,PS3,PHONE,Robbery,On Road,13/04/2021 08:11:00,26.880,81.025
LUCKNOW,P13042102339,C2,PS3,PHONE,Election Offences-Violation Of Model Code Of Conduct,Threatening,13/04/2021 08:42:00,26.876,81.018
LUCKNOW,P13042102380,C2,PS3,PHONE,Election Offences-Violation Of Model Code Of Conduct,Threatening,13/04/2021 08:46:00,27.581,81.601
LUCKNOW,P13042102421,C2,PS3,TWITTER,Corona,Suspect Found Infected,13/04/2021 08:50:00,26.853,81.040
LUCKNOW,P13042103124,C2,PS3,PHONE,Domestic Violence,Other Kind Torturing To Senior Citizen,13/04/2021 09:55:00,26.886,81.061
LUCKNOW,P13042103165,C2,PS3,PHONE,Property Disputes,Boundary Dispute,13/04/2021 09:57:00,26.908,81.086
LUCKNOW,P13042103946,C2,PS3,PHONE,Corona,Quarantine Violation,13/04/2021 11:03:00,26.893,81.054
LUCKNOW,P13042105002,C2,PS3,PHONE,Dispute,With Neighbor,13/04/2021 12:28:00,26.876,81.055
LUCKNOW,P13042106498,C2,PS3,PHONE,Dispute,Money Transactions Dispute,13/04/2021 14:14:00,26.920,81.062
LUCKNOW,P13042110376,C2,PS3,PHONE,Dispute,Money Transactions Dispute,13/04/2021 19:35:00,26.868,81.047
LUCKNOW,P13042110544,C2,PS3,PHONE,Dispute,Other Dispute,13/04/2021 19:48:00,26.908,81.043
LUCKNOW,P13042110748,C2,PS3,PHONE,Corona,No Proper Medical Support From Hospital Doctor,13/04/2021 20:04:00,26.867,81.039
LUCKNOW,P13042110992,C2,PS3,PHONE,Corona,Gathering Vegetable Market,13/04/2021 20:22:00,26.875,81.011
LUCKNOW,P13042111972,C2,PS3,PHONE,Dispute,Other Dispute,13/04/2021 21:22:00,26.846,81.065
LUCKNOW,P13042112197,C2,PS3,PHONE,Unknown,Unknown,13/04/2021 21:34:00,26.843,81.071
LUCKNOW,P13042112375,C2,PS3,PHONE,Corona,Quarantine Violation,13/04/2021 21:44:00,26.850,81.025
LUCKNOW,P13042112859,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,13/04/2021 22:08:00,26.895,81.016
LUCKNOW,P13042113088,C2,PS3,PHONE,Threat In Person,Attack,13/04/2021 22:19:00,26.876,81.055
LUCKNOW,P13042113547,C2,PS3,PHONE,Corona,Help For Other,13/04/2021 22:46:00,26.897,81.091
LUCKNOW,P13042114299,C2,PS3,PHONE,Threat In Person,Threatening To Kill,13/04/2021 23:34:00,26.893,81.051
LUCKNOW,P14042100171,C2,PS3,PHONE,Dispute,Other Dispute,14/04/2021 00:18:00,26.846,81.065
LUCKNOW,P14042100184,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By ,14/04/2021 00:20:00,26.876,81.055
LUCKNOW,P14042100285,C2,PS3,PHONE,Dispute,Other Dispute,14/04/2021 00:33:00,26.849,81.066
LUCKNOW,P14042100762,C2,PS3,PHONE,Dispute,Other Dispute,14/04/2021 02:00:00,26.884,81.014
LUCKNOW,P14042100931,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,14/04/2021 03:09:00,26.876,81.055
LUCKNOW,P14042101514,C2,PS3,PHONE,Dispute,Money Transactions Dispute,14/04/2021 06:57:00,26.899,81.050
LUCKNOW,P14042102635,C2,PS3,PHONE,Animals Related,Cow Carcass And Slaughtering,14/04/2021 09:03:00,26.923,81.063
LUCKNOW,P14042103155,C2,PS3,PHONE,Dispute,Money Transactions Dispute,14/04/2021 09:51:00,26.886,81.039
LUCKNOW,P14042103852,C2,PS3,PHONE,Dispute,Money Transactions Dispute,14/04/2021 10:52:00,26.887,81.054
LUCKNOW,P14042104931,C2,PS3,PHONE,Dispute,Money Transactions Dispute,14/04/2021 12:21:00,26.884,81.013
LUCKNOW,P14042105317,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,14/04/2021 12:53:00,26.876,81.055
LUCKNOW,P14042105593,C2,PS3,TWITTER,Corona,No Proper Medical Support From Hospital Doctor,14/04/2021 13:17:00,26.870,81.033
LUCKNOW,P14042107849,C2,PS3,PHONE,Found Deadbody,Male Dead Body,14/04/2021 16:53:00,26.872,81.087
LUCKNOW,P14042107989,C2,PS3,PHONE,Dispute,Other Dispute,14/04/2021 17:06:00,26.877,81.035
LUCKNOW,P14042109107,C2,PS3,PHONE,Property Disputes,Boundary Dispute,14/04/2021 18:55:00,26.857,81.024
LUCKNOW,P14042109733,C2,PS3,PHONE,Dispute,Other Dispute,14/04/2021 19:48:00,26.860,81.023
LUCKNOW,P14042109916,C2,PS3,PHONE,Differently Abled People,Mad /Retarded Person,14/04/2021 20:03:00,26.853,81.055
LUCKNOW,P14042110025,C2,PS3,PHONE,Differently Abled People,Mad /Retarded Person,14/04/2021 20:11:00,26.849,81.066
LUCKNOW,P14042110056,C2,PS3,PHONE,Theft,Four Wheeler Vehicle,14/04/2021 20:13:00,26.874,81.021
LUCKNOW,P14042110335,C2,PS3,PHONE,Theft,Other Location,14/04/2021 20:33:00,26.883,81.039
LUCKNOW,P14042110360,C2,PS3,PHONE,Information Against Police,Notice Of Negligence In Investigation,14/04/2021 20:35:00,26.883,81.041
LUCKNOW,P14042111395,C2,PS3,PHONE,Corona,Gathering Kotedaar Ration Shop,14/04/2021 21:40:00,26.876,81.039
LUCKNOW,P14042112133,C2,PS3,PHONE,Cyber Crimes,Offensive/Obscene Material Post On Social Site,14/04/2021 22:14:00,26.881,81.011
LUCKNOW,P14042112745,C2,PS3,TWITTER,Unknown,Unknown,14/04/2021 22:41:00,26.924,81.061
LUCKNOW,P14042113307,C2,PS3,PHONE,Dispute,Other Dispute,14/04/2021 23:06:00,26.854,81.036
LUCKNOW,P14042113521,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,14/04/2021 23:15:00,26.872,81.037
LUCKNOW,P14042113687,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Women,14/04/2021 23:24:00,26.873,81.038
LUCKNOW,P15042101493,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,15/04/2021 01:50:00,26.880,81.014
LUCKNOW,P15042102371,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,15/04/2021 05:28:00,26.880,81.039
LUCKNOW,P15042102374,C2,PS3,PHONE,Found Deadbody,Woman Dead Body,15/04/2021 05:30:00,26.883,81.017
LUCKNOW,P15042102418,C2,PS3,PHONE,Threat In Person,Attack,15/04/2021 05:46:00,26.903,81.050
LUCKNOW,P15042102426,C2,PS3,PHONE,Threat In Person,Attack,15/04/2021 05:49:00,26.905,81.038
LUCKNOW,P15042102445,C2,PS3,PHONE,Threat In Person,Threatening To Kill,15/04/2021 05:56:00,26.907,81.036
LUCKNOW,P15042102494,C2,PS3,PHONE,Threat In Person,Attack,15/04/2021 06:09:00,26.892,81.061
LUCKNOW,P15042102576,C2,PS3,PHONE,Corona,Quarantine Violation,15/04/2021 06:27:00,26.861,81.040
LUCKNOW,P15042103805,C2,PS3,PHONE,Corona,Suspect Found Infected,15/04/2021 08:58:00,26.851,81.066
LUCKNOW,P15042104059,C2,PS3,PHONE,Missing,Academic Certificates/Marsheet,15/04/2021 09:19:00,26.874,81.019
LUCKNOW,P15042104182,C2,PS3,TWITTER,Corona,No Proper Medical Support From Hospital Doctor,15/04/2021 09:29:00,26.875,81.014
LUCKNOW,P15042104780,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,15/04/2021 10:16:00,26.880,81.039
LUCKNOW,P15042105058,C2,PS3,PHONE,Threat In Person,Attack,15/04/2021 10:39:00,26.887,81.034
LUCKNOW,P15042105214,C2,PS3,PHONE,Corona,Suspect Found Infected,15/04/2021 10:51:00,26.851,81.066
LUCKNOW,P15042105391,C2,PS3,PHONE,Dispute,Money Transactions Dispute,15/04/2021 11:04:00,26.875,81.033
LUCKNOW,P15042105622,C2,PS3,PHONE,Unknown,Unknown,15/04/2021 11:21:00,26.887,81.059
LUCKNOW,P15042105725,C2,PS3,PHONE,Dispute,Money Transactions Dispute,15/04/2021 11:29:00,26.896,81.087
LUCKNOW,P15042105888,C2,PS3,PHONE,Dispute,Other Dispute,15/04/2021 11:40:00,26.881,81.038
LUCKNOW,P15042106535,C2,PS3,PHONE,Dispute,Other Dispute,15/04/2021 12:26:00,26.876,81.054
LUCKNOW,P15042107151,C2,PS3,PHONE,Corona,Suspect Found Infected,15/04/2021 13:11:00,26.851,81.066
LUCKNOW,P15042107163,C2,PS3,PHONE,Election Offences-Violation Of Model Code Of Conduct,Conducting Election Meeting/Rally Without Permission,15/04/2021 13:12:00,26.850,81.091
LUCKNOW,P15042107217,C2,PS3,PHONE,Election Offences-Violation Of Model Code Of Conduct,Conducting Election Meeting/Rally Without Permission,15/04/2021 13:16:00,26.850,81.091
LUCKNOW,P15042107489,C2,PS3,PHONE,Dispute,For Parking,15/04/2021 13:37:00,26.878,81.034
LUCKNOW,P15042108758,C2,PS3,PHONE,Threat In Person,Attack,15/04/2021 15:16:00,26.874,81.026
LUCKNOW,P15042110552,C2,PS3,PHONE,Dispute,Other Dispute,15/04/2021 17:09:00,26.876,81.055
LUCKNOW,P15042110576,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,15/04/2021 17:09:00,26.876,81.054
LUCKNOW,P15042110787,C2,PS3,PHONE,Dispute,Other Dispute,15/04/2021 17:21:00,26.894,81.044
LUCKNOW,P15042110809,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By ,15/04/2021 17:23:00,26.876,81.054
LUCKNOW,P15042111184,C2,PS3,TWITTER,Corona,Help For Other,15/04/2021 17:46:00,26.894,81.009
LUCKNOW,P15042111676,C2,PS3,PHONE,Dispute,Dispute With Service Provider Or Vendor,15/04/2021 18:16:00,26.852,81.028
LUCKNOW,P15042111908,C2,PS3,PHONE,Threat In Person,Attack,15/04/2021 18:30:00,26.880,81.039
LUCKNOW,P15042113967,C2,PS3,PHONE,Dispute,Money Transactions Dispute,15/04/2021 20:38:00,26.869,81.057
LUCKNOW,P15042114741,C2,PS3,PHONE,Threat In Person,Attack,15/04/2021 21:17:00,26.854,81.036
LUCKNOW,P15042115891,C2,PS3,PHONE,Attempted Murder,Beaten With Lathi/Stick,15/04/2021 22:05:00,26.876,81.055
LUCKNOW,P15042115935,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,15/04/2021 22:07:00,26.876,81.055
LUCKNOW,P15042116799,C2,PS3,PHONE,Dispute,Dispute In Hospital,15/04/2021 22:46:00,26.883,81.045
LUCKNOW,P15042117467,C2,PS3,TWITTER,Corona,Help For Other,15/04/2021 23:23:00,26.851,81.023
LUCKNOW,P16042102273,C2,PS3,PHONE,Theft,Three Wheeler Vehicle,16/04/2021 08:21:00,26.875,81.011
LUCKNOW,P16042103335,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,16/04/2021 09:50:00,26.898,81.097
LUCKNOW,P16042103670,C2,PS3,NERS112,Sos,Sos,16/04/2021 10:16:00,26.861,81.038
LUCKNOW,P16042103837,C2,PS3,PHONE,Corona,Help For Other,16/04/2021 10:30:00,26.871,81.030
LUCKNOW,P16042104681,C2,PS3,PHONE,Threat In Person,Attack,16/04/2021 11:35:00,26.898,81.066
LUCKNOW,P16042104926,C2,PS3,TWITTER,Corona,Open School/Coaching Institution/College/Office,16/04/2021 11:57:00,26.854,81.034
LUCKNOW,P16042104954,C2,PS3,PHONE,Dispute,Money Transactions Dispute,16/04/2021 12:00:00,26.917,81.066
LUCKNOW,P16042105082,C2,PS3,PHONE,Corona,Suspect Found Infected,16/04/2021 12:10:00,26.872,81.041
LUCKNOW,P16042105791,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,16/04/2021 13:08:00,26.876,81.044
LUCKNOW,P16042106083,C2,PS3,PHONE,Dispute,Other Dispute,16/04/2021 13:32:00,26.879,81.029
LUCKNOW,P16042106246,C2,PS3,PHONE,Dispute,Other Dispute,16/04/2021 13:45:00,26.895,81.044
LUCKNOW,P16042107733,C2,PS3,PHONE,Corona,Suspect Found Infected,16/04/2021 15:51:00,26.847,81.063
LUCKNOW,P16042107913,C2,PS3,PHONE,Threat In Person,Attack,16/04/2021 16:05:00,26.916,81.064
LUCKNOW,P16042107932,C2,PS3,PHONE,Threat In Person,Threatening To Kill,16/04/2021 16:07:00,26.917,81.064
LUCKNOW,P16042108577,C2,PS3,PHONE,Unknown,Unknown,16/04/2021 16:58:00,26.866,81.059
LUCKNOW,P16042110145,C2,PS3,TWITTER,Corona,Help For Other,16/04/2021 18:49:00,26.873,81.002
LUCKNOW,P16042110620,C2,PS3,PHONE,Threat In Person,Threatening To Kill,16/04/2021 19:19:00,26.849,81.066
LUCKNOW,P16042110667,C2,PS3,PHONE,Dispute,Money Transactions Dispute,16/04/2021 19:22:00,26.882,81.051
LUCKNOW,P16042111008,C2,PS3,PHONE,Dispute,Money Transactions Dispute,16/04/2021 19:44:00,26.882,81.074
LUCKNOW,P16042111023,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,16/04/2021 19:45:00,26.883,81.057
LUCKNOW,P16042111337,C2,PS3,PHONE,Unclaimed Information,Unclaimed Vehicle,16/04/2021 20:04:00,26.850,81.025
LUCKNOW,P16042111690,C2,PS3,PHONE,Unknown,Unknown,16/04/2021 20:26:00,26.885,81.037
LUCKNOW,P16042111739,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,16/04/2021 20:29:00,26.880,81.039
LUCKNOW,P16042111752,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,16/04/2021 20:30:00,26.873,81.085
LUCKNOW,P16042112056,C2,PS3,PHONE,Corona,Open School/Coaching Institution/College/Office,16/04/2021 20:44:00,26.875,81.036
LUCKNOW,P16042112424,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,16/04/2021 21:01:00,26.875,81.017
LUCKNOW,P16042113723,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,16/04/2021 21:55:00,26.862,81.053
LUCKNOW,P16042114450,C2,PS3,PHONE,Pollution,Pollution By Dj/Band/Cracker/Others Means,16/04/2021 22:26:00,26.907,81.052
LUCKNOW,P16042114875,C2,PS3,PHONE,Assault/Riot/Commotion,Between Other Groups,16/04/2021 22:46:00,26.869,81.034
LUCKNOW,P16042114983,C2,PS3,PHONE,Domestic Violence,Beat Children By Familymembers,16/04/2021 22:51:00,26.857,81.041
LUCKNOW,P16042115006,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,16/04/2021 22:52:00,26.891,81.068
LUCKNOW,P16042115013,C2,PS3,PHONE,Unknown,Unknown,16/04/2021 22:52:00,26.872,81.028
LUCKNOW,P16042115416,C2,PS3,PHONE,Dispute,Dispute In Hospital,16/04/2021 23:13:00,26.873,81.026
LUCKNOW,P16042116085,C2,PS3,PHONE,Pollution,Pollution By Dj/Band/Cracker/Others Means,16/04/2021 23:56:00,26.877,81.035
LUCKNOW,P17042100052,C2,PS3,PHONE,Dispute,Money Transactions Dispute,17/04/2021 00:03:00,26.863,81.091
LUCKNOW,P17042100280,C2,PS3,PHONE,Pollution,Pollution By Dj/Band/Cracker/Others Means,17/04/2021 00:22:00,26.877,81.041
LUCKNOW,P17042100848,C2,PS3,PHONE,Threat In Person,Threatening To Kill,17/04/2021 01:45:00,26.863,81.091
LUCKNOW,P17042101692,C2,PS3,TWITTER,Corona,Help For Other,17/04/2021 06:34:00,26.887,81.059
LUCKNOW,P17042101740,C2,PS3,PHONE,Theft,Other Location,17/04/2021 06:42:00,26.893,81.073
LUCKNOW,P17042102197,C2,PS3,PHONE,Corona,Help For Other,17/04/2021 07:41:00,26.856,81.041
LUCKNOW,P17042103204,C2,PS3,PHONE,Corona,Black Marketing Over Stocking,17/04/2021 09:13:00,26.876,81.015
LUCKNOW,P17042103661,C2,PS3,PHONE,Dispute,Money Transactions Dispute,17/04/2021 09:47:00,26.915,81.060
LUCKNOW,P17042104010,C2,PS3,PHONE,Unknown,Unknown,17/04/2021 10:15:00,26.855,81.053
LUCKNOW,P17042104366,C2,PS3,PHONE,Property Disputes,Fake Registry,17/04/2021 10:45:00,26.885,81.037
LUCKNOW,P17042104456,C2,PS3,PHONE,Corona,Suspect Found Infected,17/04/2021 10:53:00,26.887,81.034
LUCKNOW,P17042105541,C2,PS3,TWITTER,Corona,Help For Other,17/04/2021 12:18:00,26.873,81.003
LUCKNOW,P17042105606,C2,PS3,PHONE,Dispute,Other Dispute,17/04/2021 12:23:00,26.862,81.048
LUCKNOW,P17042105812,C2,PS3,PHONE,Dispute,Other Dispute,17/04/2021 12:40:00,26.856,81.036
LUCKNOW,P17042106019,C2,PS3,PHONE,Corona,Open School/Coaching Institution/College/Office,17/04/2021 12:56:00,26.896,81.067
LUCKNOW,P17042106584,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,17/04/2021 13:43:00,26.894,81.009
LUCKNOW,P17042106779,C2,PS3,PHONE,Corona,Open School/Coaching Institution/College/Office,17/04/2021 13:58:00,26.878,81.060
LUCKNOW,P17042107033,C2,PS3,PHONE,Theft,Other Location,17/04/2021 14:23:00,26.875,81.015
LUCKNOW,P17042107130,C2,PS3,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,17/04/2021 14:33:00,26.851,81.026
LUCKNOW,P17042107220,C2,PS3,PHONE,Corona,Open School/Coaching Institution/College/Office,17/04/2021 14:42:00,26.892,81.059
LUCKNOW,P17042107428,C2,PS3,PHONE,Corona,Open School/Coaching Institution/College/Office,17/04/2021 14:59:00,26.908,81.051
LUCKNOW,P17042107471,C2,PS3,PHONE,Theft,Other Location,17/04/2021 15:03:00,26.872,81.040
LUCKNOW,P17042107581,C2,PS3,PHONE,Threat In Person,Threatening To Kill,17/04/2021 15:13:00,26.875,81.014
LUCKNOW,P17042108270,C2,PS3,PHONE,Theft,Other Location,17/04/2021 16:12:00,26.872,81.040
LUCKNOW,P17042108287,C2,PS3,PHONE,Found Deadbody,Male Dead Body,17/04/2021 16:14:00,26.877,81.055
LUCKNOW,P17042108417,C2,PS3,NERS112,Sos,Sos,17/04/2021 16:26:00,26.891,81.011
LUCKNOW,P17042108695,C2,PS3,PHONE,Dispute,Other Dispute,17/04/2021 16:50:00,26.863,81.033
LUCKNOW,P17042108873,C2,PS3,PHONE,Corona,Suspect Found Infected,17/04/2021 17:03:00,26.847,81.063
LUCKNOW,P17042108929,C2,PS3,PHONE,Corona,Suspect Found Infected,17/04/2021 17:08:00,26.875,81.014
LUCKNOW,P17042109133,C2,PS3,PHONE,Threat In Person,Threatening To Kill,17/04/2021 17:24:00,26.893,81.085
LUCKNOW,P17042109250,C2,PS3,PHONE,Threat In Person,Threatening To Kill,17/04/2021 17:31:00,26.900,81.088
LUCKNOW,P17042109681,C2,PS3,PHONE,Corona,Gathering Crowd Market,17/04/2021 18:01:00,26.873,81.011
LUCKNOW,P17042109797,C2,PS3,PHONE,Dispute,Other Dispute,17/04/2021 18:09:00,26.876,81.027
LUCKNOW,P17042109854,C2,PS3,PHONE,Corona,Suspect Found Infected,17/04/2021 18:13:00,26.888,81.056
LUCKNOW,P17042110189,C2,PS3,PHONE,Corona,Gathering Vegetable Market,17/04/2021 18:37:00,26.878,81.011
LUCKNOW,P17042110248,C2,PS3,PHONE,Election Offences-Violation Of Model Code Of Conduct,Conducting Election Meeting/Rally Without Permission,17/04/2021 18:42:00,26.850,81.091
LUCKNOW,P17042110301,C2,PS3,PHONE,Election Offences-Violation Of Model Code Of Conduct,Conducting Election Meeting/Rally Without Permission,17/04/2021 18:45:00,26.850,81.091
LUCKNOW,P17042110357,C2,PS3,PHONE,Election Offences-Violation Of Model Code Of Conduct,Conducting Election Meeting/Rally Without Permission,17/04/2021 18:50:00,26.875,81.089
LUCKNOW,P17042111175,C2,PS3,PHONE,Dispute,Money Transactions Dispute,17/04/2021 19:48:00,26.874,81.019
LUCKNOW,P17042111416,C2,PS3,PHONE,Threat In Person,Threatening To Kill,17/04/2021 20:03:00,26.896,81.087
LUCKNOW,P17042111768,C2,PS3,PHONE,Female Sexual Harrassment,Teasing On Public Place,17/04/2021 20:21:00,26.883,81.060
LUCKNOW,P17042112076,C2,PS3,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,17/04/2021 20:39:00,26.886,81.056
LUCKNOW,P17042112905,C2,PS3,PHONE,Unknown,Unknown,17/04/2021 21:21:00,26.868,81.041
LUCKNOW,P17042113058,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,17/04/2021 21:28:00,26.873,81.002
LUCKNOW,P17042113137,C2,PS3,PHONE,Robbery,On Road,17/04/2021 21:31:00,26.875,81.055
LUCKNOW,P17042114233,C2,PS3,PHONE,Corona,Help For Other,17/04/2021 22:22:00,26.876,81.055
LUCKNOW,P17042115315,C2,PS3,PHONE,Dispute,Other Dispute,17/04/2021 23:18:00,26.877,81.035
LUCKNOW,P17042115385,C2,PS3,PHONE,Corona,Quarantine Violation,17/04/2021 23:22:00,26.874,81.026
LUCKNOW,P18042101074,C2,PS3,PHONE,Theft,Other Location,18/04/2021 05:19:00,26.882,81.008
LUCKNOW,P18042101190,C2,PS3,PHONE,Forgery,Illegal Supply,18/04/2021 05:59:00,26.876,81.054
LUCKNOW,P18042101222,C2,PS3,TWITTER,Corona,Help For Other,18/04/2021 06:05:00,26.877,81.035
LUCKNOW,P18042101637,C2,PS3,PHONE,Robbery,On Road,18/04/2021 07:06:00,26.876,81.020
LUCKNOW,P18042103646,C2,PS3,TWITTER,Corona,Help For Other,18/04/2021 09:55:00,26.857,81.041
LUCKNOW,P18042103784,C2,PS3,PHONE,Threat In Person,Threatening To Kill,18/04/2021 10:05:00,26.893,81.026
LUCKNOW,P18042104540,C2,PS3,PHONE,Found Deadbody,Woman Dead Body,18/04/2021 11:02:00,26.846,81.069
LUCKNOW,P18042105179,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,18/04/2021 11:52:00,26.887,81.059
LUCKNOW,P18042105986,C2,PS3,PHONE,Corona,Help For Other,18/04/2021 12:56:00,26.846,81.064
LUCKNOW,P18042106573,C2,PS3,PHONE,Female Harrassment,Indecent Talks,18/04/2021 13:43:00,26.871,81.037
LUCKNOW,P18042106612,C2,PS3,PHONE,Gambling,Betting,18/04/2021 13:46:00,26.876,81.055
LUCKNOW,P18042107067,C2,PS3,PHONE,Gambling,Play Cards,18/04/2021 14:23:00,26.851,81.031
LUCKNOW,P18042107141,C2,PS3,PHONE,Corona,Suspect Found Infected,18/04/2021 14:29:00,26.851,81.066
LUCKNOW,P18042107431,C2,PS3,PHONE,Dispute,Other Dispute,18/04/2021 14:52:00,26.895,81.077
LUCKNOW,P18042107636,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,18/04/2021 15:08:00,26.878,81.014
LUCKNOW,P18042108063,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,18/04/2021 15:46:00,26.891,81.010
LUCKNOW,P18042108125,C2,PS3,PHONE,Corona,Help For Other,18/04/2021 15:51:00,26.877,81.054
LUCKNOW,P18042108588,C2,PS3,PHONE,Corona,Suspect Found Infected,18/04/2021 16:31:00,26.884,81.008
LUCKNOW,P18042108864,C2,PS3,PHONE,Gambling,Play Cards,18/04/2021 16:58:00,26.894,81.020
LUCKNOW,P18042108874,C2,PS3,PHONE,Information Against Police,Misbehavior By Prv,18/04/2021 16:59:00,26.894,81.020
LUCKNOW,P18042109439,C2,PS3,PHONE,Corona,Gathering On Street Park,18/04/2021 17:43:00,26.887,81.019
LUCKNOW,P18042109561,C2,PS3,PHONE,Theft,Residential Building,18/04/2021 17:54:00,26.851,81.066
